					["node_index"] = 8,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 9,
					["node_type"] = 3,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 10,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 11,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						20,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 12,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["bubble_id"] = 16,
					["bubble_npclist"] = {
						"shop_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 13,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 14,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 15,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 16,
					["node_type"] = 4,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 17,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 17,
					["bubble_npclist"] = {
						"shop_3",
					},
					["extra_chapter_level"] = {
						62,
						21,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 18,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 19,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 20,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["extra_transport_id"] = 4,
					["map_id"] = 2,
					["node_index"] = 21,
					["node_type"] = 5,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 22,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 23,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 24,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 25,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 26,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 13,
					["bubble_npclist"] = {
						"scene_99999_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 27,
					["node_type"] = 3,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 28,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["bubble_id"] = 19,
					["bubble_npclist"] = {
						"shop_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 29,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 30,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 31,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 32,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["bubble_id"] = 20,
					["bubble_npclist"] = {
						"shop_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 33,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						22,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 34,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 35,
					["node_type"] = 4,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 36,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 37,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 21,
					["bubble_npclist"] = {
						"shop_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 38,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 39,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 40,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["bubble_id"] = 22,
					["bubble_npclist"] = {
						"shop_8",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 41,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 42,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 43,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 44,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						23,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 45,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["bubble_id"] = 14,
					["bubble_npclist"] = {
						"scene_99999_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 46,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 23,
					["bubble_npclist"] = {
						"shop_9",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 47,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 48,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 49,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 50,
					["node_type"] = 1,
					["round"] = 2,
				},
			},
		},
		{
			{
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 1,
					["node_type"] = 15,
					["round"] = 1,
				},
				{
					["bubble_id"] = 24,
					["bubble_npclist"] = {
						"scene_99999_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 2,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 3,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 4,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						41,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 5,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["bubble_id"] = 25,
					["bubble_npclist"] = {
						"scene_99999_11",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 6,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["bubble_id"] = 30,
					["bubble_npclist"] = {
						"shop_1",
					},
					["extra_chapter_level"] = {
						62,
						60,
					},
					["extra_quest_id"] = 5701,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 7,
					["node_type"] = 13,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 8,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						25,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 9,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["bubble_id"] = 31,
					["bubble_npclist"] = {
						"shop_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 10,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 11,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						10,
					},
					["extra_quest_id"] = 5694,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 12,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 13,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						37,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 14,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 15,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 16,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 17,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["bubble_id"] = 26,
					["bubble_npclist"] = {
						"scene_99999_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 18,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 19,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 20,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						26,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 21,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 22,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 23,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 32,
					["bubble_npclist"] = {
						"shop_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 24,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						58,
					},
					["extra_quest_id"] = 5699,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 25,
					["node_type"] = 12,
					["round"] = 1,
				},
				{
					["bubble_id"] = 27,
					["bubble_npclist"] = {
						"scene_99999_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 26,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						27,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 27,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						11,
					},
					["extra_quest_id"] = 5695,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 28,
					["node_type"] = 14,
					["round"] = 1,
				},
				{
					["bubble_id"] = 33,
					["bubble_npclist"] = {
						"shop_4",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 29,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 30,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["extra_transport_id"] = 5,
					["map_id"] = 3,
					["node_index"] = 31,
					["node_type"] = 5,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 32,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						28,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 33,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 34,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 35,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 34,
					["bubble_npclist"] = {
						"shop_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 36,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 37,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						61,
					},
					["extra_quest_id"] = 5702,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 38,
					["node_type"] = 13,
					["round"] = 1,
				},
				{
					["bubble_id"] = 35,
					["bubble_npclist"] = {
						"shop_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 39,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						29,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 40,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 41,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 42,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["bubble_id"] = 36,
					["bubble_npclist"] = {
						"shop_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 43,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["bubble_id"] = 37,
					["bubble_npclist"] = {
						"shop_10",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 44,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						30,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 45,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 46,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						12,
					},
					["extra_quest_id"] = 5696,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 47,
					["node_type"] = 14,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 48,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 38,
					["bubble_npclist"] = {
						"shop_8",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 49,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 50,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["bubble_id"] = 39,
					["bubble_npclist"] = {
						"shop_9",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 51,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						38,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 52,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["bubble_id"] = 28,
					["bubble_npclist"] = {
						"scene_99999_9",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 53,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 54,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						31,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 55,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 56,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 57,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 58,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 59,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 60,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						32,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 61,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["bubble_id"] = 29,
					["bubble_npclist"] = {
						"scene_99999_8",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 62,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						13,
					},
					["extra_quest_id"] = 5697,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 63,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 64,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 65,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						27,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 66,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 67,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 68,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["extra_transport_id"] = 5,
					["map_id"] = 3,
					["node_index"] = 69,
					["node_type"] = 5,
					["round"] = 1,
				},
				{
					["bubble_id"] = 40,
					["bubble_npclist"] = {
						"shop_11",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 70,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						28,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 71,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 72,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						59,
					},
					["extra_quest_id"] = 5700,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 73,
					["node_type"] = 12,
					["round"] = 1,
				},
				{
					["bubble_id"] = 41,
					["bubble_npclist"] = {
						"shop_12",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 74,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 75,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						14,
					},
					["extra_quest_id"] = 5698,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 76,
					["node_type"] = 14,
					["round"] = 1,
				},
			},
			{
				{
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							17,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 1,
					["node_type"] = 2,
					["round"] = 2,
				},
				{
					["bubble_id"] = 24,
					["bubble_npclist"] = {
						"scene_99999_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 2,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 3,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 4,
					["node_type"] = 4,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 5,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 25,
					["bubble_npclist"] = {
						"scene_99999_11",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 6,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 7,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 8,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						25,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 9,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["bubble_id"] = 31,
					["bubble_npclist"] = {
						"shop_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 10,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 3,
					["node_index"] = 11,
					["node_type"] = 3,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
